branch,compressor,metric,higher_is_better,compression_ratio,metric_value,chunk_size,config_note
eta,sperr,psnr,True,3.199618101119995,65.85279083251953,1048576,quality=10.0
eta,sperr,psnr,True,3.965104341506958,53.85390472412109,16384,quality=8.0
eta,sperr,psnr,True,3.9911916255950928,53.851200103759766,65536,quality=8.0
eta,sperr,psnr,True,3.995563983917236,53.84798049926758,131072,quality=8.0
eta,sperr,psnr,True,3.997780799865722,53.84751892089844,262144,quality=8.0
eta,sperr,psnr,True,3.999404430389404,53.841529846191406,1048576,quality=8.0
eta,sperr,psnr,True,4.114421844482422,52.98715591430664,1048576,quality=0.05
eta,sperr,psnr,True,4.701075553894043,46.97652816772461,1048576,quality=0.1
eta,sperr,psnr,True,6.869283676147461,33.18827819824219,1048576,quality=0.5
eta,sperr,psnr,True,7.997614860534668,30.315174102783203,1048576,quality=4.0
eta,sperr,psnr,True,15.990455627441406,15.861923217773438,1048576,quality=2.0
eta,sperr,wasserstein_distance,False,0.9978046417236328,6.8893050986229546e-12,16384,quality=32.0
eta,sperr,wasserstein_distance,False,0.9989011287689208,6.954975657891271e-12,32768,quality=32.0
eta,sperr,wasserstein_distance,False,0.9997225403785706,7.026010849509046e-12,131072,quality=32.0
eta,sperr,wasserstein_distance,False,0.9998612403869628,7.082234538408061e-12,262144,quality=32.0
eta,sperr,wasserstein_distance,False,0.9999289512634276,7.13030285856564e-12,524288,quality=32.0
eta,sperr,wasserstein_distance,False,0.9999627470970154,7.164293464034799e-12,1048576,quality=32.0
eta,sperr,wasserstein_distance,False,1.0567578077316284,9.901163916525846e-11,4096,quality=30.0
eta,sperr,wasserstein_distance,False,1.06541645526886,9.929186639556775e-11,32768,quality=30.0
eta,sperr,wasserstein_distance,False,1.0665087699890137,9.964695735220627e-11,262144,quality=30.0
eta,sperr,wasserstein_distance,False,1.0666242837905884,1.0059551802665824e-10,1048576,quality=30.0
eta,sperr,wasserstein_distance,False,1.137142777442932,1.50683876487534e-09,8192,quality=28.0
eta,sperr,wasserstein_distance,False,1.1399905681610107,1.508126623583905e-09,16384,quality=28.0
eta,sperr,wasserstein_distance,False,1.1414220333099363,1.5167815892169752e-09,32768,quality=28.0
eta,sperr,wasserstein_distance,False,1.1424946784973145,1.519620873580152e-09,131072,quality=28.0
eta,sperr,wasserstein_distance,False,1.1426758766174316,1.524964488019975e-09,262144,quality=28.0
eta,sperr,wasserstein_distance,False,1.1427642107009888,1.5272406672650614e-09,524288,quality=28.0
eta,sperr,wasserstein_distance,False,1.142808437347412,1.5314504109298355e-09,1048576,quality=28.0
eta,sperr,wasserstein_distance,False,1.227445363998413,2.87881682936586e-08,16384,quality=26.0
eta,sperr,wasserstein_distance,False,1.229104995727539,2.8828143427972464e-08,32768,quality=26.0
eta,sperr,wasserstein_distance,False,1.2299339771270752,2.8862013223829308e-08,65536,quality=26.0
eta,sperr,wasserstein_distance,False,1.230348825454712,2.893905914902461e-08,131072,quality=26.0
eta,sperr,wasserstein_distance,False,1.23055899143219,2.908525686962093e-08,262144,quality=26.0
eta,sperr,wasserstein_distance,False,1.2306615114212036,2.9141972390789306e-08,524288,quality=26.0
eta,sperr,wasserstein_distance,False,1.2307127714157104,2.917974484262232e-08,1048576,quality=26.0
eta,sperr,wasserstein_distance,False,1.3294333219528198,2.294289629389823e-07,16384,quality=24.0
eta,sperr,wasserstein_distance,False,1.3313804864883425,2.295222287784782e-07,32768,quality=24.0
eta,sperr,wasserstein_distance,False,1.3323532342910769,2.2961091872275574e-07,65536,quality=24.0
eta,sperr,wasserstein_distance,False,1.332840085029602,2.2973289048877637e-07,131072,quality=24.0
eta,sperr,wasserstein_distance,False,1.333086609840393,2.3021816275559106e-07,262144,quality=24.0
eta,sperr,wasserstein_distance,False,1.3332070112228394,2.3031265072859242e-07,524288,quality=24.0
eta,sperr,wasserstein_distance,False,1.333267092704773,2.3103889645881281e-07,1048576,quality=24.0
eta,sperr,wasserstein_distance,False,1.594387173652649,2.4566650154156378e-06,16384,quality=20.0
eta,sperr,wasserstein_distance,False,1.5971885919570925,2.4576538635301404e-06,32768,quality=20.0
eta,sperr,wasserstein_distance,False,1.5985887050628662,2.4681276045157574e-06,65536,quality=20.0
eta,sperr,wasserstein_distance,False,1.5992896556854248,2.4745747850829503e-06,131072,quality=20.0
eta,sperr,wasserstein_distance,False,1.599644660949707,2.495629360055318e-06,262144,quality=20.0
eta,sperr,wasserstein_distance,False,1.5998178720474243,2.532166945456993e-06,524288,quality=20.0
eta,sperr,wasserstein_distance,False,1.5999045372009275,2.6034688289655605e-06,1048576,quality=20.0
eta,sperr,wasserstein_distance,False,1.9654452800750728,1.1621025805652607e-05,4096,quality=16.0
eta,sperr,wasserstein_distance,False,1.9825654029846191,1.1623929822235368e-05,8192,quality=16.0
eta,sperr,wasserstein_distance,False,1.9912378787994385,1.1693802662193775e-05,16384,quality=16.0
eta,sperr,wasserstein_distance,False,1.9956092834472656,1.187073030450847e-05,32768,quality=16.0
eta,sperr,wasserstein_distance,False,1.9977954626083367,1.21711018437054e-05,65536,quality=16.0
eta,sperr,wasserstein_distance,False,1.998890399932861,1.27369812616962e-05,131072,quality=16.0
eta,sperr,wasserstein_distance,False,1.999445080757141,1.4034951163921504e-05,262144,quality=16.0
eta,sperr,wasserstein_distance,False,1.9997156858444207,1.605063516763039e-05,524288,quality=16.0
eta,sperr,wasserstein_distance,False,1.999851107597351,1.944502037076745e-05,1048576,quality=16.0
eta,sperr,wasserstein_distance,False,2.54724383354187,5.654863707604818e-05,2048,quality=12.0
eta,sperr,wasserstein_distance,False,2.6055874824523926,5.65715781704057e-05,4096,quality=12.0
eta,sperr,wasserstein_distance,False,2.635761260986328,5.831872476846911e-05,8192,quality=12.0
eta,sperr,wasserstein_distance,False,2.6511118412017822,6.285047857090831e-05,16384,quality=12.0
eta,sperr,wasserstein_distance,False,2.6588664054870605,6.634279270656407e-05,32768,quality=12.0
eta,sperr,wasserstein_distance,False,2.662748575210572,8.395479380851611e-05,65536,quality=12.0
eta,sperr,wasserstein_distance,False,2.66469407081604,0.0001038798363879,131072,quality=12.0
eta,sperr,wasserstein_distance,False,2.665679931640625,0.0001450046547688,262144,quality=12.0
eta,sperr,wasserstein_distance,False,2.7858965396881104,0.0001707488263491,1024,quality=0.01
eta,sperr,wasserstein_distance,False,2.927388429641724,0.0001714000973151,2048,quality=0.01
eta,sperr,wasserstein_distance,False,3.0036330223083496,0.0001728763891151,4096,quality=0.01
eta,sperr,wasserstein_distance,False,3.0434257984161377,0.000198850480956,8192,quality=0.01
eta,sperr,wasserstein_distance,False,3.1124467849731445,0.0002102159924106,4096,quality=10.0
eta,sperr,wasserstein_distance,False,3.1555988788604736,0.0002189786900999,8192,quality=10.0
eta,sperr,wasserstein_distance,False,3.177626848220825,0.0002501190174371,16384,quality=10.0
eta,sperr,wasserstein_distance,False,3.18877387046814,0.0002873821358662,32768,quality=10.0
eta,sperr,wasserstein_distance,False,3.194359540939331,0.0003391338686924,65536,quality=10.0
eta,sperr,wasserstein_distance,False,3.1971595287323,0.0004023252695333,131072,quality=10.0
eta,sperr,wasserstein_distance,False,3.1985788345336914,0.0005791228613816,262144,quality=10.0
eta,sperr,wasserstein_distance,False,3.199271440505981,0.0007451755227521,524288,quality=10.0
eta,sperr,wasserstein_distance,False,3.199618101119995,0.0009597991011105,1048576,quality=10.0
eta,sperr,wasserstein_distance,False,3.506816864013672,0.0011451872996985,1024,quality=8.0
eta,sperr,wasserstein_distance,False,3.7371842861175537,0.0012087577488273,2048,quality=8.0
eta,sperr,wasserstein_distance,False,4.0331130027771,0.0013962746597826,8192,quality=0.05
eta,sperr,wasserstein_distance,False,4.073476314544678,0.001502135884948,16384,quality=0.05
eta,sperr,wasserstein_distance,False,4.104491233825684,0.0015963468467816,65536,quality=0.05
eta,sperr,wasserstein_distance,False,4.109714031219482,0.0020045510027557,131072,quality=0.05
eta,sperr,wasserstein_distance,False,4.597412109375,0.0033890511840581,8192,quality=0.1
eta,sperr,wasserstein_distance,False,4.649261474609375,0.0037741865962743,16384,quality=0.1
eta,sperr,wasserstein_distance,False,4.675517082214356,0.0054479148238897,32768,quality=0.1
eta,sperr,wasserstein_distance,False,4.688894748687744,0.0088606067001819,65536,quality=0.1
eta,sperr,wasserstein_distance,False,4.695455074310303,0.0139128509908914,131072,quality=0.1
eta,sperr,wasserstein_distance,False,4.698578834533691,0.019735088571906,262144,quality=0.1
eta,sperr,wasserstein_distance,False,4.7001051902771,0.0228223744779825,524288,quality=0.1
eta,sperr,wasserstein_distance,False,4.701075553894043,0.0262082479894161,1048576,quality=0.1
eta,sperr,wasserstein_distance,False,5.5357985496521,0.031764842569828,1024,quality=0.5
eta,sperr,wasserstein_distance,False,6.133448600769043,0.0439852885901927,2048,quality=0.5
eta,sperr,wasserstein_distance,False,6.481589794158936,0.0728542134165763,4096,quality=0.5
eta,sperr,wasserstein_distance,False,7.013548374176025,0.0969210714101791,2048,quality=4.0
eta,sperr,wasserstein_distance,False,7.474365711212158,0.1224774420261383,4096,quality=4.0
eta,sperr,wasserstein_distance,False,7.728153228759766,0.1459492594003677,8192,quality=4.0
eta,sperr,wasserstein_distance,False,7.861621379852295,0.1632234752178192,16384,quality=4.0
eta,sperr,wasserstein_distance,False,7.930205345153809,0.1748268008232116,32768,quality=4.0
eta,sperr,wasserstein_distance,False,7.964840888977051,0.1830579340457916,65536,quality=4.0
eta,sperr,wasserstein_distance,False,7.982272624969482,0.187570184469223,131072,quality=4.0
eta,sperr,wasserstein_distance,False,7.991125106811523,0.1917195618152618,262144,quality=4.0
eta,sperr,wasserstein_distance,False,7.995450496673584,0.1946418732404709,524288,quality=4.0
eta,sperr,wasserstein_distance,False,7.997614860534668,0.1976101994514465,1048576,quality=4.0
eta,sperr,wasserstein_distance,False,10.239716529846191,0.8236006498336792,1024,quality=2.0
eta,sperr,wasserstein_distance,False,12.487324714660645,0.8704218864440918,2048,quality=2.0
eta,sperr,wasserstein_distance,False,14.027087211608888,0.9079270362854004,4096,quality=2.0
eta,sperr,wasserstein_distance,False,14.94834327697754,0.9358996152877808,8192,quality=2.0
eta,sperr,wasserstein_distance,False,15.455890655517578,0.9544557929039,16384,quality=2.0
eta,sperr,wasserstein_distance,False,15.723230361938477,0.9682608246803284,32768,quality=2.0
eta,sperr,wasserstein_distance,False,15.859972953796388,0.9776081442832948,65536,quality=2.0
eta,sperr,wasserstein_distance,False,15.929240226745604,0.9825290441513062,131072,quality=2.0
eta,sperr,wasserstein_distance,False,15.964532852172852,0.98805034160614,262144,quality=2.0
eta,sperr,wasserstein_distance,False,15.981805801391602,0.991081714630127,524288,quality=2.0
eta,sperr,wasserstein_distance,False,15.990455627441406,0.9925730228424072,1048576,quality=2.0
eta,sperr,ks_statistic,False,0.9998612403869628,4.172325134277344e-07,262144,quality=32.0
eta,sperr,ks_statistic,False,1.142808437347412,7.748603820800781e-07,1048576,quality=28.0
eta,sperr,ks_statistic,False,1.2307127714157104,1.132488250732422e-06,1048576,quality=26.0
eta,sperr,ks_statistic,False,1.3323532342910769,1.5050172805786133e-06,65536,quality=24.0
eta,sperr,ks_statistic,False,1.3332070112228394,1.5497207641601562e-06,524288,quality=24.0
eta,sperr,ks_statistic,False,1.333267092704773,1.879408955574036e-06,1048576,quality=24.0
eta,sperr,ks_statistic,False,1.514786720275879,3.75509262084961e-06,1024,quality=20.0
eta,sperr,ks_statistic,False,1.5888222455978394,3.7606805562973022e-06,8192,quality=20.0
eta,sperr,ks_statistic,False,1.599644660949707,4.135072231292725e-06,262144,quality=20.0
eta,sperr,ks_statistic,False,1.5998178720474243,4.172325134277344e-06,524288,quality=20.0
eta,sperr,ks_statistic,False,1.5999045372009275,4.887580871582031e-06,1048576,quality=20.0
eta,sperr,ks_statistic,False,1.9825654029846191,1.1622905731201172e-05,8192,quality=16.0
eta,sperr,ks_statistic,False,1.9912378787994385,1.2792646884918211e-05,16384,quality=16.0
eta,sperr,ks_statistic,False,1.9956092834472656,1.3172626495361328e-05,32768,quality=16.0
eta,sperr,ks_statistic,False,1.9977954626083367,1.4290213584899902e-05,65536,quality=16.0
eta,sperr,ks_statistic,False,1.998890399932861,1.430511474609375e-05,131072,quality=16.0
eta,sperr,ks_statistic,False,1.999445080757141,1.919269561767578e-05,262144,quality=16.0
eta,sperr,ks_statistic,False,1.9997156858444207,2.407096326351165e-05,524288,quality=16.0
eta,sperr,ks_statistic,False,1.999851107597351,2.5153160095214844e-05,1048576,quality=16.0
eta,sperr,ks_statistic,False,2.662748575210572,0.0001451969146728,65536,quality=12.0
eta,sperr,ks_statistic,False,2.66469407081604,0.0001519322395324,131072,quality=12.0
eta,sperr,ks_statistic,False,2.665679931640625,0.0001880526542663,262144,quality=12.0
eta,sperr,ks_statistic,False,2.666161060333252,0.0002094861119985,524288,quality=12.0
eta,sperr,ks_statistic,False,2.666401624679565,0.0002824664115905,1048576,quality=12.0
eta,sperr,ks_statistic,False,3.0036330223083496,0.000568687915802,4096,quality=0.01
eta,sperr,ks_statistic,False,3.1555988788604736,0.000589370727539,8192,quality=10.0
eta,sperr,ks_statistic,False,3.177626848220825,0.0006224513053894,16384,quality=10.0
eta,sperr,ks_statistic,False,3.18877387046814,0.000648021697998,32768,quality=10.0
eta,sperr,ks_statistic,False,3.199271440505981,0.0006690844893455,524288,quality=10.0
eta,sperr,ks_statistic,False,3.199618101119995,0.0009308457374572,1048576,quality=10.0
eta,sperr,ks_statistic,False,3.864128589630127,0.0015702173113822,4096,quality=8.0
eta,sperr,ks_statistic,False,4.0331130027771,0.0019707679748535,8192,quality=0.05
eta,sperr,ks_statistic,False,4.093882083892822,0.0021200776100158,32768,quality=0.05
eta,sperr,ks_statistic,False,4.104491233825684,0.0022178292274475,65536,quality=0.05
eta,sperr,ks_statistic,False,4.109714031219482,0.0026924908161163,131072,quality=0.05
eta,sperr,ks_statistic,False,4.4974684715271,0.0032848503906279,4096,quality=0.1
eta,sperr,ks_statistic,False,4.597412109375,0.0036831393372267,8192,quality=0.1
eta,sperr,ks_statistic,False,4.649261474609375,0.0037500851321965,16384,quality=0.1
eta,sperr,ks_statistic,False,4.675517082214356,0.0044075064361095,32768,quality=0.1
eta,sperr,ks_statistic,False,4.688894748687744,0.0063173379749059,65536,quality=0.1
eta,sperr,ks_statistic,False,4.695455074310303,0.008257633075118,131072,quality=0.1
eta,sperr,ks_statistic,False,4.698578834533691,0.0116654690355062,262144,quality=0.1
eta,sperr,ks_statistic,False,4.7001051902771,0.0149653628468513,524288,quality=0.1
eta,sperr,ks_statistic,False,4.701075553894043,0.0154892690479755,1048576,quality=0.1
eta,sperr,ks_statistic,False,5.5357985496521,0.0199264883995056,1024,quality=0.5
eta,sperr,ks_statistic,False,6.133448600769043,0.0199520587921142,2048,quality=0.5
eta,sperr,ks_statistic,False,6.481589794158936,0.0289908647537231,4096,quality=0.5
eta,sperr,ks_statistic,False,7.013548374176025,0.0388499498367309,2048,quality=4.0
eta,sperr,ks_statistic,False,7.474365711212158,0.0455866456031799,4096,quality=4.0
eta,sperr,ks_statistic,False,7.728153228759766,0.0562565326690673,8192,quality=4.0
eta,sperr,ks_statistic,False,7.861621379852295,0.0673616528511047,16384,quality=4.0
eta,sperr,ks_statistic,False,7.930205345153809,0.071244478225708,32768,quality=4.0
eta,sperr,ks_statistic,False,7.964840888977051,0.0754925012588501,65536,quality=4.0
eta,sperr,ks_statistic,False,7.982272624969482,0.0778325796127319,131072,quality=4.0
eta,sperr,ks_statistic,False,7.991125106811523,0.0782008171081543,262144,quality=4.0
eta,sperr,ks_statistic,False,7.995450496673584,0.0784249305725097,524288,quality=4.0
eta,sperr,ks_statistic,False,7.997614860534668,0.0787363648414611,1048576,quality=4.0
eta,sperr,ks_statistic,False,10.239716529846191,0.1783725917339325,1024,quality=2.0
eta,sperr,ks_statistic,False,12.487324714660645,0.1886807084083557,2048,quality=2.0
eta,sperr,ks_statistic,False,14.027087211608888,0.1965953409671783,4096,quality=2.0
eta,sperr,ks_statistic,False,14.94834327697754,0.2030386626720428,8192,quality=2.0
eta,sperr,ks_statistic,False,15.455890655517578,0.2080403864383697,16384,quality=2.0
eta,sperr,ks_statistic,False,15.723230361938477,0.2135938704013824,32768,quality=2.0
eta,sperr,ks_statistic,False,15.859972953796388,0.2150655686855316,65536,quality=2.0
eta,sperr,ks_statistic,False,15.929240226745604,0.217042326927185,131072,quality=2.0
eta,sperr,ks_statistic,False,15.964532852172852,0.2196419239044189,262144,quality=2.0
eta,sperr,ks_statistic,False,15.981805801391602,0.2201135754585266,524288,quality=2.0
eta,sperr,ks_statistic,False,15.990455627441406,0.2204242050647735,1048576,quality=2.0
eta,sperr,mse,False,0.9978046417236328,1.7005416524173822e-20,16384,quality=32.0
eta,sperr,mse,False,0.9989011287689208,1.713632108728461e-20,32768,quality=32.0
eta,sperr,mse,False,0.9997225403785706,1.7493297989215258e-20,131072,quality=32.0
eta,sperr,mse,False,0.9998612403869628,1.761168821438691e-20,262144,quality=32.0
eta,sperr,mse,False,0.9999289512634276,1.78845382630815e-20,524288,quality=32.0
eta,sperr,mse,False,0.9999627470970154,1.7931522768109366e-20,1048576,quality=32.0
eta,sperr,mse,False,1.06541645526886,9.304003452904572e-19,32768,quality=30.0
eta,sperr,mse,False,1.0665087699890137,9.358860003177558e-19,262144,quality=30.0
eta,sperr,mse,False,1.0666242837905884,9.491512890061157e-19,1048576,quality=30.0
eta,sperr,mse,False,1.137142777442932,5.519996257609293e-17,8192,quality=28.0
eta,sperr,mse,False,1.1399905681610107,5.524458400705649e-17,16384,quality=28.0
eta,sperr,mse,False,1.1414220333099363,5.567534989157204e-17,32768,quality=28.0
eta,sperr,mse,False,1.1421369314193726,5.583391710627602e-17,65536,quality=28.0
eta,sperr,mse,False,1.1424946784973145,5.583694127859551e-17,131072,quality=28.0
eta,sperr,mse,False,1.1426758766174316,5.612986247711279e-17,262144,quality=28.0
eta,sperr,mse,False,1.1427642107009888,5.624507219282918e-17,524288,quality=28.0
eta,sperr,mse,False,1.142808437347412,5.648816403124626e-17,1048576,quality=28.0
eta,sperr,mse,False,1.227445363998413,4.769462531487674e-15,16384,quality=26.0
eta,sperr,mse,False,1.229104995727539,4.779889930584848e-15,32768,quality=26.0
eta,sperr,mse,False,1.2299339771270752,4.790671389453974e-15,65536,quality=26.0
eta,sperr,mse,False,1.230348825454712,4.8073753026903025e-15,131072,quality=26.0
eta,sperr,mse,False,1.23055899143219,4.8362997837731416e-15,262144,quality=26.0
eta,sperr,mse,False,1.2306615114212036,4.8403536834587015e-15,524288,quality=26.0
eta,sperr,mse,False,1.2307127714157104,4.852029185603655e-15,1048576,quality=26.0
eta,sperr,mse,False,1.3294333219528198,9.50484198183714e-14,16384,quality=24.0
eta,sperr,mse,False,1.3313804864883425,9.5065448568743e-14,32768,quality=24.0
eta,sperr,mse,False,1.3323532342910769,9.51507142933454e-14,65536,quality=24.0
eta,sperr,mse,False,1.332840085029602,9.521453314372333e-14,131072,quality=24.0
eta,sperr,mse,False,1.3332070112228394,9.539448359930161e-14,524288,quality=24.0
eta,sperr,mse,False,1.333267092704773,9.565967267442801e-14,1048576,quality=24.0
eta,sperr,mse,False,1.594387173652649,2.2712528038870688e-11,16384,quality=20.0
eta,sperr,mse,False,1.5971885919570925,2.274517900413553e-11,32768,quality=20.0
eta,sperr,mse,False,1.5985887050628662,2.2789407513879034e-11,65536,quality=20.0
eta,sperr,mse,False,1.5992896556854248,2.280865253612152e-11,131072,quality=20.0
eta,sperr,mse,False,1.599644660949707,2.2875984093118085e-11,262144,quality=20.0
eta,sperr,mse,False,1.5998178720474243,2.290035001906165e-11,524288,quality=20.0
eta,sperr,mse,False,1.5999045372009275,2.295431900112277e-11,1048576,quality=20.0
eta,sperr,mse,False,1.9912378787994385,5.815868675540514e-09,16384,quality=16.0
eta,sperr,mse,False,1.9956092834472656,5.8250164691742165e-09,32768,quality=16.0
eta,sperr,mse,False,1.9977954626083367,5.830472993295643e-09,65536,quality=16.0
eta,sperr,mse,False,1.998890399932861,5.8390559054544156e-09,131072,quality=16.0
eta,sperr,mse,False,1.999445080757141,5.850027129383761e-09,262144,quality=16.0
eta,sperr,mse,False,1.9997156858444207,5.856568119355643e-09,524288,quality=16.0
eta,sperr,mse,False,1.999851107597351,5.88065596218712e-09,1048576,quality=16.0
eta,sperr,mse,False,2.6511118412017822,1.4899086409059237e-06,16384,quality=12.0
eta,sperr,mse,False,2.6588664054870605,1.491274929321662e-06,32768,quality=12.0
eta,sperr,mse,False,2.662748575210572,1.4937671721781951e-06,65536,quality=12.0
eta,sperr,mse,False,2.66469407081604,1.4958391147956718e-06,131072,quality=12.0
eta,sperr,mse,False,2.665679931640625,1.4985088228058885e-06,262144,quality=12.0
eta,sperr,mse,False,2.666161060333252,1.4996743402662105e-06,524288,quality=12.0
eta,sperr,mse,False,2.666401624679565,1.5028444977360778e-06,1048576,quality=12.0
eta,sperr,mse,False,3.0793979167938232,1.8742219253908843e-05,65536,quality=0.01
eta,sperr,mse,False,3.0819883346557617,1.8742513930192217e-05,131072,quality=0.01
eta,sperr,mse,False,3.0833635330200195,1.8745122360996905e-05,262144,quality=0.01
eta,sperr,mse,False,3.0840189456939697,1.8752456526272e-05,524288,quality=0.01
eta,sperr,mse,False,3.084358692169189,1.876635178632569e-05,1048576,quality=0.01
eta,sperr,mse,False,3.177626848220825,2.381710146437399e-05,16384,quality=10.0
eta,sperr,mse,False,3.18877387046814,2.3843005692469887e-05,32768,quality=10.0
eta,sperr,mse,False,3.194359540939331,2.3887871066108343e-05,65536,quality=10.0
eta,sperr,mse,False,3.1971595287323,2.391184352745768e-05,131072,quality=10.0
eta,sperr,mse,False,3.1985788345336914,2.3956692530191503e-05,262144,quality=10.0
eta,sperr,mse,False,3.199271440505981,2.4016968382056803e-05,524288,quality=10.0
eta,sperr,mse,False,3.199618101119995,2.4084285541903228e-05,1048576,quality=10.0
eta,sperr,mse,False,3.965104341506958,0.0003816121898125,16384,quality=8.0
eta,sperr,mse,False,3.9911916255950928,0.0003818497352767,65536,quality=8.0
eta,sperr,mse,False,3.995563983917236,0.0003821328573394,131072,quality=8.0
eta,sperr,mse,False,3.997780799865722,0.0003821736318059,262144,quality=8.0
eta,sperr,mse,False,3.999404430389404,0.0003827009932138,1048576,quality=8.0
eta,sperr,mse,False,4.114421844482422,0.0004659047990571,1048576,quality=0.05
eta,sperr,mse,False,4.701075553894043,0.0018593450076878,1048576,quality=0.1
eta,sperr,mse,False,6.869283676147461,0.0444820336997509,1048576,quality=0.5
eta,sperr,mse,False,7.997614860534668,0.0861975625157356,1048576,quality=4.0
eta,sperr,mse,False,15.990455627441406,2.403367280960083,1048576,quality=2.0
eta,sperr,rel_error_avg,False,0.9827226400375366,9.015099222686727e-10,2048,quality=32.0
