branches,chunk_size,compressor,mode,nthreads,quality,decomp_file,input_file,iterations,results_file,tree,abs_error_avg,abs_error_max,compressed_size_bytes,compression_ratio,compression_throughput_mbps,decompression_throughput_mbps,ks_p_value,ks_statistic,mse,original_size_bytes,psnr,q50_shift,q5_shift,q95_shift,q99_shift,rel_error_avg,rel_error_max,wasserstein_distance,host,timestamp,absErrorBound,blockSize,cmprAlgo,errorBoundMode,interpAlgo,interpAlpha,interpAnchorStride,interpBeta,interpDirection,l2normErrorBound,lorenzo,lorenzo2,openmp,psnrErrorBound,quantbinCnt,regression,regression2,relErrorBound,compressionLevel,truncBits,nrmse
AnalysisJetsAuxDyn.pt,1048576,sperr,bpp,0.0,2.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,3289.724853515625,21011.685546875,665115,15.990455627441406,66.31279754638672,105.97491455078124,0.0,0.3678689897060394,16946678.0,10635492,48.72435760498047,3608.71484375,1212.6142578125,3900.41796875,2459.3828125,0.1747270971536636,1.7345091104507446,2508.484130859375,x1000c0s0b1n0,2026-02-19 21:47:02,,,,,,,,,,,,,,,,,,,,,0.003662537825276933
AnalysisJetsAuxDyn.pt,1024,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,867.4857788085938,10384.72265625,1703369,6.24379825592041,5.984859943389893,48.02970123291016,0.0,0.0165581442415714,1159290.0,10635492,60.37328338623047,6.22265625,328.3662109375,32.21484375,155.7578125,0.0453197844326496,0.4209597706794739,144.2130126953125,x1000c0s0b1n0,2026-02-19 21:47:22,,,,,,,,,,,,,,,,,,,,,0.0009579346323280846
AnalysisJetsAuxDyn.pt,2048,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,865.9031372070312,8734.37109375,1516421,7.013548374176025,10.508983612060549,51.58675384521485,0.0,0.0210762023925781,1138968.5,10635492,60.45008850097656,33.955078125,301.8837890625,11.65234375,11.4609375,0.0453173965215683,0.3718535006046295,150.58270263671875,x1000c0s0b1n0,2026-02-19 21:47:35,,,,,,,,,,,,,,,,,,,,,0.0009495015682463504
AnalysisJetsAuxDyn.pt,4096,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,867.8358154296875,7421.189453125,1422929,7.474365711212158,17.013656616210938,54.21830749511719,0.0,0.0247168540954589,1132087.25,10635492,60.47640228271485,43.984375,343.1494140625,63.98828125,19.5,0.045567400753498,0.3944878280162811,174.99002075195312,x1000c0s0b1n0,2026-02-19 21:47:43,,,,,,,,,,,,,,,,,,,,,0.0009466289443495066
AnalysisJetsAuxDyn.pt,8192,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,870.7737426757812,7828.3125,1376201,7.728153228759766,41.28619384765625,56.347129821777344,0.0,0.0271306633949279,1137932.75,10635492,60.45404052734375,102.275390625,363.216796875,12.0390625,15.09375,0.0457837842404842,0.3402895927429199,202.86453247070312,x1000c0s0b1n0,2026-02-19 21:47:48,,,,,,,,,,,,,,,,,,,,,0.000949069743340087
AnalysisJetsAuxDyn.pt,16384,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,869.6638793945312,6382.015625,1352837,7.861621379852295,43.10658264160156,58.08290100097656,0.0,0.0314832329750061,1136519.375,10635492,60.45943832397461,133.029296875,346.0888671875,16.70703125,11.25,0.0456617623567581,0.3647513091564178,204.41668701171875,x1000c0s0b1n0,2026-02-19 21:47:53,,,,,,,,,,,,,,,,,,,,,0.000948480161825786
AnalysisJetsAuxDyn.pt,32768,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,866.1815185546875,7168.134765625,1341137,7.930205345153809,44.06448745727539,59.174198150634766,0.0,0.0368757843971252,1125321.75,10635492,60.502437591552734,68.8515625,307.181640625,80.296875,80.765625,0.0454316884279251,0.346124917268753,184.6921844482422,x1000c0s0b1n0,2026-02-19 21:47:58,,,,,,,,,,,,,,,,,,,,,0.0009437961170964568
AnalysisJetsAuxDyn.pt,65536,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,866.888916015625,6855.77734375,1335305,7.964840888977051,44.73191833496094,60.10694885253906,0.0,0.0335537195205688,1122067.125,10635492,60.515018463134766,109.74609375,117.373046875,71.4140625,21.703125,0.0455358140170574,0.3328844010829925,200.48146057128903,x1000c0s0b1n0,2026-02-19 21:48:03,,,,,,,,,,,,,,,,,,,,,0.0009424303181021995
AnalysisJetsAuxDyn.pt,131072,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,868.5643920898438,4825.44140625,1332389,7.982272624969482,45.23332977294922,60.86002731323242,0.0,0.0361303091049194,1126415.875,10635492,60.49821472167969,79.947265625,151.2236328125,103.80078125,98.0234375,0.0456277914345264,0.3242214024066925,213.94821166992188,x1000c0s0b1n0,2026-02-19 21:48:07,,,,,,,,,,,,,,,,,,,,,0.0009442548214837199
AnalysisJetsAuxDyn.pt,262144,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,867.0541381835938,6398.994140625,1330913,7.991125106811523,45.128379821777344,61.51095962524414,0.0,0.0424917340278625,1127905.125,10635492,60.49247741699219,235.8359375,8.9970703125,342.109375,67.3671875,0.045470505952835,0.2897878885269165,237.1201019287109,x1000c0s0b1n0,2026-02-19 21:48:12,,,,,,,,,,,,,,,,,,,,,0.0009448788214785602
AnalysisJetsAuxDyn.pt,524288,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,862.6898193359375,5219.01953125,1330193,7.995450496673584,45.6746711730957,61.989505767822266,0.0,0.0438671112060546,1113156.875,10635492,60.54964065551758,241.541015625,475.4814453125,228.69140625,36.09375,0.0451981984078884,0.28569495677948,286.73785400390625,x1000c0s0b1n0,2026-02-19 21:48:17,,,,,,,,,,,,,,,,,,,,,0.0009386809760909555
AnalysisJetsAuxDyn.pt,1048576,sperr,bpp,0.0,4.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,864.3097534179688,5601.296875,1329833,7.997614860534668,44.30657958984375,60.74678421020508,0.0,0.0448644906282424,1096783.375,10635492,60.61399459838867,278.19921875,804.509765625,711.43359375,26.6640625,0.0453663617372512,0.2221068739891052,351.5072326660156,x1000c0s0b1n0,2026-02-19 21:48:21,,,,,,,,,,,,,,,,,,,,,0.0009317518403331131
AnalysisJetsAuxDyn.pt,1024,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.2850341796875,544.5234375,3032805,3.506816864013672,5.7131876945495605,35.752437591552734,1.0,0.0001831576228141,4481.05517578125,10635492,84.50140380859375,0.06640625,1.3388671875,1.77734375,13.671875,0.0028491152916103,0.0311003234237432,1.3918241262435913,x1000c0s0b1n0,2026-02-19 21:48:43,,,,,,,,,,,,,,,,,,,,,5.9556610833326476e-05
AnalysisJetsAuxDyn.pt,2048,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.19059371948242,438.498046875,2845857,3.7371842861175537,9.756452560424805,38.10322570800781,1.0,0.0001997053623199,4397.27294921875,10635492,84.58336639404297,1.427734375,1.556640625,3.97265625,9.03125,0.0028513425495475,0.0321442298591136,1.318224310874939,x1000c0s0b1n0,2026-02-19 21:48:57,,,,,,,,,,,,,,,,,,,,,5.899721919741716e-05
AnalysisJetsAuxDyn.pt,4096,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.32483673095703,385.96875,2752365,3.864128589630127,15.181870460510254,39.80709457397461,0.999929666519165,0.0002828240394592,4369.728515625,10635492,84.61066436767578,0.3203125,1.078125,0.1875,0.5078125,0.0028634511400014,0.0304665137082338,1.398693561553955,x1000c0s0b1n0,2026-02-19 21:49:07,,,,,,,,,,,,,,,,,,,,,5.8812150199024454e-05
AnalysisJetsAuxDyn.pt,8192,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.51251983642578,459.71484375,2705637,3.930864334106445,32.09172439575195,41.113887786865234,0.994031548500061,0.0003667026758193,4409.333984375,10635492,84.57147216796875,0.478515625,1.505859375,1.89453125,4.1875,0.0028751522768288,0.0250421036034822,1.635158896446228,x1000c0s0b1n0,2026-02-19 21:49:14,,,,,,,,,,,,,,,,,,,,,5.907807388637346e-05
AnalysisJetsAuxDyn.pt,16384,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.471099853515625,380.56640625,2682273,3.965104341506958,33.29772186279297,42.20867538452149,0.8588537573814392,0.0005239024758338,4411.18896484375,10635492,84.56964111328125,3.6953125,1.2197265625,5.01171875,4.015625,0.002872948301956,0.0257174894213676,2.0643718242645264,x1000c0s0b1n0,2026-02-19 21:49:20,,,,,,,,,,,,,,,,,,,,,5.909049947606315e-05
AnalysisJetsAuxDyn.pt,32768,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.28083038330078,306.48828125,2670573,3.982475757598877,33.96037673950195,42.94045639038086,0.3603261113166809,0.0008014664053916,4356.7646484375,10635492,84.62356567382812,1.2578125,0.71484375,0.87109375,2.15625,0.0028635668568313,0.0268450193107128,2.5859744548797607,x1000c0s0b1n0,2026-02-19 21:49:27,,,,,,,,,,,,,,,,,,,,,5.872484509211486e-05
AnalysisJetsAuxDyn.pt,65536,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.35330581665039,365.19140625,2664741,3.9911916255950928,34.24068069458008,43.39368438720703,0.0870236605405807,0.0010857880115509,4334.69384765625,10635492,84.64561462402344,4.21484375,3.6962890625,4.8125,2.7734375,0.0028665147256106,0.0227342173457145,3.5017521381378174,x1000c0s0b1n0,2026-02-19 21:49:33,,,,,,,,,,,,,,,,,,,,,5.857591003290579e-05
AnalysisJetsAuxDyn.pt,131072,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.50453186035156,250.970703125,2661825,3.995563983917236,34.5888671875,43.762454986572266,0.0030186807271093,0.0015630647540092,4375.77880859375,10635492,84.60465240478516,0.462890625,0.6650390625,13.30859375,2.09375,0.0028756638057529,0.0246737990528345,4.940775871276856,x1000c0s0b1n0,2026-02-19 21:49:39,,,,,,,,,,,,,,,,,,,,,5.8852851543812255e-05
AnalysisJetsAuxDyn.pt,262144,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.32486343383789,232.625,2660349,3.997780799865722,34.605064392089844,44.1561393737793,2.509043406462297e-05,0.0020602717995643,4384.84912109375,10635492,84.59565734863281,7.455078125,16.779296875,4.78125,3.5390625,0.0028648790903389,0.0230670031160116,6.508795261383057,x1000c0s0b1n0,2026-02-19 21:49:45,,,,,,,,,,,,,,,,,,,,,5.89138163955972e-05
AnalysisJetsAuxDyn.pt,524288,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.0572509765625,232.603515625,2659629,3.9988629817962646,34.62556838989258,44.371070861816406,7.334891733989934e-07,0.00236077606678,4312.76171875,10635492,84.66764831542969,7.986328125,7.7314453125,6.9375,14.203125,0.0028494806028902,0.0230731163173913,9.858339309692385,x1000c0s0b1n0,2026-02-19 21:49:51,,,,,,,,,,,,,,,,,,,,,5.8427534667535806e-05
AnalysisJetsAuxDyn.pt,1048576,sperr,bpp,0.0,8.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,54.144962310791016,232.6259765625,2659269,3.999404430389404,34.013465881347656,43.97339630126953,1.6926239056191953e-14,0.0034909546375274,4266.759765625,10635492,84.71421813964844,18.982421875,26.4091796875,4.4921875,38.1640625,0.0028514384757727,0.0262305103242397,14.553777694702148,x1000c0s0b1n0,2026-02-19 21:49:57,,,,,,,,,,,,,,,,,,,,,5.811509142897055e-05
AnalysisJetsAuxDyn.pt,1024,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.571493148803713,104.7734375,3697524,2.876382112503052,5.624752044677734,32.736541748046875,1.0,7.635354995727539e-05,279.9063720703125,10635492,96.54507446289062,0.19921875,0.158203125,2.4609375,1.1328125,0.0007123902905732,0.0088063580915331,0.4995926022529602,x1000c0s0b1n0,2026-02-19 21:50:20,,,,,,,,,,,,,,,,,,,,,1.488491032152912e-05
AnalysisJetsAuxDyn.pt,2048,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.550248146057127,103.005859375,3510576,3.029557466506958,9.52584743499756,34.928672790527344,1.0,9.478628635406494e-05,274.56988525390625,10635492,96.62867736816406,0.125,0.1875,0.578125,2.6796875,0.0007132063619792,0.0078163938596844,0.494356244802475,x1000c0s0b1n0,2026-02-19 21:50:34,,,,,,,,,,,,,,,,,,,,,1.4742335175746746e-05
AnalysisJetsAuxDyn.pt,4096,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.572272300720217,79.802734375,3417084,3.1124467849731445,14.622347831726074,36.41310501098633,1.0,9.627640247344972e-05,272.90264892578125,10635492,96.6551284790039,0.15625,0.05078125,2.01171875,0.53125,0.000715481757652,0.0070107127539813,0.4985115230083465,x1000c0s0b1n0,2026-02-19 21:50:45,,,,,,,,,,,,,,,,,,,,,1.4697508004719012e-05
AnalysisJetsAuxDyn.pt,8192,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.628584861755373,69.515625,3370356,3.1555988788604736,29.77614402770996,37.58066940307617,1.0,0.0001158416271209,275.57623291015625,10635492,96.61278533935548,0.306640625,0.33984375,4.30078125,3.171875,0.0007190265459939,0.0067393938079476,0.5398085117340088,x1000c0s0b1n0,2026-02-19 21:50:52,,,,,,,,,,,,,,,,,,,,,1.4769327111196249e-05
AnalysisJetsAuxDyn.pt,16384,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.59559154510498,66.20703125,3346992,3.177626848220825,30.828594207763672,38.49607467651367,1.0,0.0001455545425415,275.10906982421875,10635492,96.6201629638672,0.083984375,0.0263671875,0.38671875,0.671875,0.0007173948106355,0.0061197341419756,0.6222402453422546,x1000c0s0b1n0,2026-02-19 21:50:59,,,,,,,,,,,,,,,,,,,,,1.4756803151919783e-05
AnalysisJetsAuxDyn.pt,32768,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.56428337097168,64.8583984375,3335292,3.18877387046814,31.44125366210937,39.11855316162109,1.0,0.0001918077468872,272.1578063964844,10635492,96.6669921875,0.814453125,0.8232421875,1.65234375,1.109375,0.0007158714579418,0.0064691575244069,0.7648454308509827,x1000c0s0b1n0,2026-02-19 21:51:06,,,,,,,,,,,,,,,,,,,,,1.4677437094779733e-05
AnalysisJetsAuxDyn.pt,65536,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.593789100646973,64.658203125,3329460,3.194359540939331,31.70197296142578,39.4940071105957,0.9995434284210204,0.0003102868795394,270.98956298828125,10635492,96.68567657470705,0.181640625,0.794921875,2.0,4.8984375,0.0007173470221459,0.0060039940290153,0.9775736331939696,x1000c0s0b1n0,2026-02-19 21:51:13,,,,,,,,,,,,,,,,,,,,,1.4645901604879808e-05
AnalysisJetsAuxDyn.pt,131072,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.623244285583496,62.42578125,3326544,3.1971595287323,32.02228546142578,39.81328201293945,0.9661221504211426,0.0004306361079216,273.3918762207031,10635492,96.64734649658205,1.4296875,0.2412109375,0.8828125,0.125,0.0007188923773355,0.0066788857802748,1.3040940761566162,x1000c0s0b1n0,2026-02-19 21:51:19,,,,,,,,,,,,,,,,,,,,,1.4710676074842502e-05
AnalysisJetsAuxDyn.pt,262144,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.586992263793944,58.15625,3325068,3.1985788345336914,31.98513984680176,40.12731552124024,0.9572055339813232,0.0004422962665557,274.26446533203125,10635492,96.63351440429688,2.6953125,3.0263671875,0.625,2.375,0.0007168139563873,0.0064323898404836,1.592083215713501,x1000c0s0b1n0,2026-02-19 21:51:26,,,,,,,,,,,,,,,,,,,,,1.4734133519405992e-05
AnalysisJetsAuxDyn.pt,524288,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.518194198608398,58.1513671875,3324348,3.199271440505981,32.04519271850586,40.29775238037109,0.5510756969451904,0.000690147280693,269.8047790527344,10635492,96.7047119140625,0.677734375,0.3681640625,6.15625,1.328125,0.0007127337157726,0.0059491135179996,2.355503797531128,x1000c0s0b1n0,2026-02-19 21:51:33,,,,,,,,,,,,,,,,,,,,,1.4613850118111356e-05
AnalysisJetsAuxDyn.pt,1048576,sperr,bpp,0.0,10.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,13.536808967590332,58.1513671875,3323988,3.199618101119995,31.492700576782227,39.96841812133789,0.1893814355134964,0.0009413808584213,266.86187744140625,10635492,96.75233459472656,0.875,2.115234375,4.77734375,4.2421875,0.0007131165475584,0.0064085987396538,3.229232788085937,x1000c0s0b1n0,2026-02-19 21:51:39,,,,,,,,,,,,,,,,,,,,,1.4533931143947806e-05
AnalysisJetsAuxDyn.pt,1024,sperr,bpp,0.0,12.0,,DAOD_PHYSLITE.37019878._000009.pool.root.1,10,/eagle/UIC-HPC/amy/sperr-sweep.20260219_214525/results.jsonl,CollectionTree,3.389910221099853,28.62890625,4362242,2.438079357147217,5.555885314941406,30.51856231689453,1.0,3.49879264831543e-05,17.46800422668457,10635492,108.59276580810548,0.169921875,0.26171875,2.0234375,0.7265625,0.000177926995093,0.0021768119186162,0.221155971288681,x1000c0s0b1n0,2026-02-19 21:52:02,,,,,,,,,,,,,,,,,,,,,3.7184459573340596e-06
